"Obama has called the GOP budget social Darwinism. Nice try, but they believe in social creationism.",0.0625,0.0,obama has called the gop budget social darwinism nice try but they believe in social creationism
"In his teen years, Obama has been known to use marijuana and cocaine.",0.0,0.0,in his teen years obama has been known to use marijuana and cocaine
RT @SamValley: #WhatsRomneyHiding Blueprints on how conservatives destroy Obama's lame attempts to launch hashtags.,0.0,0.07142857142857142,rt samvalley whatsromneyhiding blueprints on how conservatives destroy obamas lame attempts to launch hashtags
RT @sugarscape: Ooh an older lady crush for One Direction - but not Harry Styles? HAS THE WORLD GONE MAD? http://t.co/BFzSh3iz,0.047619047619047616,0.047619047619047616,rt sugarscape ooh an older lady crush for one direction  but not harry styles has the world gone mad httptcobfzsh3iz
RT @DrewMTips: #WhatsRomneyHiding The person who refuses to let Obama be clear,0.0,0.0,rt drewmtips whatsromneyhiding the person who refuses to let obama be clear
You know things are going bad for the #GOP when they have to resort to calling Obama a communist. THere has to be a corollary of Godwins law,0.0,0.03571428571428571,you know things are going bad for the gop when they have to resort to calling obama a communist there has to be a corollary of godwins law
@BarackObama What is #Obama hiding? Fake Birth Certificate... Vote Ron #Paul...,0.0,0.09090909090909091,barackobama what is obama hiding fake birth certificate vote ron paul
RT @LouTommoBum: Michelle Obama invited the boys to her Easter party. l0l,0.0,0.0,rt loutommobum michelle obama invited the boys to her easter party l0l
RT @OrwellForce: Everything Obama did before the age of 35 #WhatsRomneyHiding,0.0,0.0,rt orwellforce everything obama did before the age of 35 whatsromneyhiding
"RT @RightWay2: #Romney is right #Obama should STOP LYING ABOUT 4 million new jobs NOT CREATED  Killing AMERICAN CITIZENS  ,HC FRAUD #GOP #DEM #p2",0.11538461538461539,0.07692307692307693,rt rightway2 romney is right obama should stop lying about 4 million new jobs not created  killing american citizens  hc fraud gop dem p2
Obama signs JOBS Act to boost startup firms - http://t.co/TFuPTCwT,0.2,0.0,obama signs jobs act to boost startup firms  httptcotfuptcwt
RT @Habibaty_Souria: I don't even believe there is any good in humanity anymore. ,0.2857142857142857,0.0,rt habibatysouria i dont even believe there is any good in humanity anymore 
#Syria #Hama #Homs #Assad #UN #NATO #Obama,0.0,0.0,syria hama homs assad un nato obama
Pres. Obama signs STOCK act into law. Credit where credit is due. Thank you. http://t.co/42Ak8yAq,0.0,0.0,pres obama signs stock act into law credit where credit is due thank you httptco42ak8yaq
Why did Michelle & Barack Obama become like celebrities? -.- I can't take them seriously now. haha,0.11764705882352941,0.058823529411764705,why did michelle  barack obama become like celebrities  i cant take them seriously now haha
The President Obama Who is He? Osama Ben Laden Maybe - Let's Roll Forums: http://t.co/5DLIc25x @letsrollforums,0.0625,0.0,the president obama who is he osama ben laden maybe  lets roll forums httptco5dlic25x letsrollforums
"RT @DrewMTips: #WhatsRomneyHiding His association with convicted felon Tony Rezko and domestic terrorist Bill Ayers. Wait, that's Obama.",0.0,0.05555555555555555,rt drewmtips whatsromneyhiding his association with convicted felon tony rezko and domestic terrorist bill ayers wait thats obama
#WhatsRomneyHiding Obama underwears,0.0,0.0,whatsromneyhiding obama underwears
#newbedon 4/6/2012 4:23:05 AM Obama Wins Landslide Presidential Election...With Online Gamers http://t.co/CNjhBxVM,0.0,0.0,newbedon 462012 42305 am obama wins landslide presidential electionwith online gamers httptcocnjhbxvm
"Obama's Pretzel Logic: Based on this understanding, any program that puts money into the pockets of the average ... http://t.co/14GbcXGO",0.1,0.0,obamas pretzel logic based on this understanding any program that puts money into the pockets of the average  httptco14gbcxgo
please USA dont deserve Presiden OBAMA 4 years more!,0.0,0.0,please usa dont deserve presiden obama 4 years more
"RT @ohgirlphrase: American kid ""You're from the UK? Ohhh cool, So do you have tea with the Queen?"". British kid: ""Do you like, go to Mcdonalds with Obama?",0.0,0.0,rt ohgirlphrase american kid youre from the uk ohhh cool so do you have tea with the queen british kid do you like go to mcdonalds with obama
Obama's Budget: 'Interest Payments Will Exceed Defense Budget' in 2019 http://t.co/oSLQ94QM and he bashes Ryan's budget.,0.1875,0.0,obamas budget interest payments will exceed defense budget in 2019 httptcooslq94qm and he bashes ryans budget
RT @LouTommoBum: Michelle Obama invited the boys to her Easter party. l0l,0.0,0.0,rt loutommobum michelle obama invited the boys to her easter party l0l
#WhatsRomneyHiding - He and OBAMA are secret lovers and want to get married! #GOP #tcot,0.06666666666666667,0.0,whatsromneyhiding  he and obama are secret lovers and want to get married gop tcot
#WhatsRomneyHiding Obama's talking points are already stale. He has 0 positive accomplishments 2 run on so It's character assassination time,0.1,0.05,whatsromneyhiding obamas talking points are already stale he has 0 positive accomplishments 2 run on so its character assassination time
"@MittRomney, are you really going to take #WhatsRomneyHiding from Obama? #WhatsBarackHiding is the real question",0.06666666666666667,0.0,mittromney are you really going to take whatsromneyhiding from obama whatsbarackhiding is the real question
RT @markknoller: Obama Campaign seizing on Washington Post report on Mitt Romney not disclosing certain details of his income & assets.  http://t.co/zneCZUTo,0.08695652173913043,0.0,rt markknoller obama campaign seizing on washington post report on mitt romney not disclosing certain details of his income  assets  httptcozneczuto
RT @handrewschwartz: Ignatius reports Obama signaled Iran US wld accept civ nuke pgm if Khameni can assure Iran will never get nuke weapons http://t.co/KkaAhGPq,0.041666666666666664,0.0,rt handrewschwartz ignatius reports obama signaled iran us wld accept civ nuke pgm if khameni can assure iran will never get nuke weapons httptcokkaahgpq
RT @kombiz: http://t.co/ld3uspIs - this is such a great image .. the difference between Romney and Obama,0.17647058823529413,0.0,rt kombiz httptcold3uspis  this is such a great image  the difference between romney and obama
RT @ronpaulrca2012: #Obama FactChecked -- http://t.co/oohsPWzs #Obama2012 #P2 #TopProg #TeaParty #Gop #Gop2012 #Republican #POTUS #Politics #Election2012 #tcot,0.058823529411764705,0.0,rt ronpaulrca2012 obama factchecked  httptcooohspwzs obama2012 p2 topprog teaparty gop gop2012 republican potus politics election2012 tcot
"Da hora,,, http://t.co/xluoi3GU",0.0,0.0,da hora httptcoxluoi3gu
"RT @ohgirlphrase: American kid ""You're from the UK? Ohhh cool, So do you have tea with the Queen?"". British kid: ""Do you like, go to Mcdonalds with Obama?",0.0,0.0,rt ohgirlphrase american kid youre from the uk ohhh cool so do you have tea with the queen british kid do you like go to mcdonalds with obama
Obama prepara a Estados Unidos para una nueva guerra http://t.co/SGo5zdHy,0.0,0.0,obama prepara a estados unidos para una nueva guerra httptcosgo5zdhy
Obama Cozies Up With Egypt's Anti-Western Islamists,0.0,0.0,obama cozies up with egypts antiwestern islamists
http://t.co/XzRRCVaP #tcot,0.0,0.0,httptcoxzrrcvap tcot
"Wow the #WhatsRomneyHiding hashtag turned into something pretty pointless. I got excited for nothing. Oh, well. Team Obama let's go! ;)",0.23809523809523808,0.047619047619047616,wow the whatsromneyhiding hashtag turned into something pretty pointless i got excited for nothing oh well team obama lets go 
RT @betseyross: Obama Misquotes Bible on Wealth Redistribution http://t.co/s4XUUW1h Alinskyites r machiavellians not ideologues #tcot #p2 #consnc,0.0,0.0,rt betseyross obama misquotes bible on wealth redistribution httptcos4xuuw1h alinskyites r machiavellians not ideologues tcot p2 consnc
#WhatsObamaHiding A list of Obama's broken promises. @Messina2012,0.0,0.0,whatsobamahiding a list of obamas broken promises messina2012
We need to tag Obama & define him for Nov battle. #Obama #failedleader #incompetent #wasteful #divisive #desperate #flexible #arrogant #lazy,0.1,0.35,we need to tag obama  define him for nov battle obama failedleader incompetent wasteful divisive desperate flexible arrogant lazy
"The actual Barack Obama Campaign And its particular Impact on Future Elections - Other: Sarah Palin, was seeking... http://t.co/pbY99uec",0.05263157894736842,0.0,the actual barack obama campaign and its particular impact on future elections  other sarah palin was seeking httptcopby99uec
Lies the Truth: Obama As Dunce - (John Hinderaker) Pretty much everyone is piling on President Obama in connection w... http://t.co/vQ7vnrdC,0.09523809523809523,0.09523809523809523,lies the truth obama as dunce  john hinderaker pretty much everyone is piling on president obama in connection w httptcovq7vnrdc
White House Wants YOU To Participate In The State Of The Union Address http://t.co/mWVRGqf8 #SOTU #obama,0.0625,0.0,white house wants you to participate in the state of the union address httptcomwvrgqf8 sotu obama
@cardinal623:#edshow Great Obama Presentation (for Women)!!,0.16666666666666666,0.0,cardinal623edshow great obama presentation for women
Everything Obama did before the age of 35 #WhatsRomneyHiding,0.0,0.0,everything obama did before the age of 35 whatsromneyhiding
"@Lorebsponge es que no soy lo mejor del word, esta Ghandi, Obama aunque mande misiles a esos lados y tal, son premios Nobeles en la paz.. x)",0.0,0.0,lorebsponge es que no soy lo mejor del word esta ghandi obama aunque mande misiles a esos lados y tal son premios nobeles en la paz x
"@edshow if Obama is a ""thug"" for healthcare, then George W. Bush is a criminal mastermind for war.",0.0,0.1111111111111111,edshow if obama is a thug for healthcare then george w bush is a criminal mastermind for war
RT @Habibaty_Souria: I don't even believe there is any good in humanity anymore. ,0.2857142857142857,0.0,rt habibatysouria i dont even believe there is any good in humanity anymore 
#Syria #Hama #Homs #Assad #UN #NATO #Obama,0.0,0.0,syria hama homs assad un nato obama
RT @wilycyotee: Pres. Obama's ongoing support of women is another reason I am so proud he is my President!  @edshow #Obama2012,0.18181818181818182,0.0,rt wilycyotee pres obamas ongoing support of women is another reason i am so proud he is my president  edshow obama2012
Who the fuck cares about Obama? Presidents have never directly effected me so I really couldn't care fucking less.,0.0,0.05263157894736842,who the fuck cares about obama presidents have never directly effected me so i really couldnt care fucking less
RT @markknoller: Obama Campaign seizing on Washington Post report on Mitt Romney not disclosing certain details of his income & assets.  http://t.co/zneCZUTo,0.08695652173913043,0.0,rt markknoller obama campaign seizing on washington post report on mitt romney not disclosing certain details of his income  assets  httptcozneczuto
"Cool democrat rap shirt ""OBAMA SAYS KNOCK YOU OUT"" -- http://t.co/PUZRq7HU ---- #lazymansmall #obama #Democrats #whitehouse #screwytees",0.11764705882352941,0.058823529411764705,cool democrat rap shirt obama says knock you out  httptcopuzrq7hu  lazymansmall obama democrats whitehouse screwytees
"RT @BelleInABow: Obama doesn't need to be your favorite person, but he's still the President of the United States of America. That always deserves respect.",0.08,0.04,rt belleinabow obama doesnt need to be your favorite person but hes still the president of the united states of america that always deserves respect
RT @kesgardner: Obama's college records? #whatsromneyhiding,0.0,0.0,rt kesgardner obamas college records whatsromneyhiding
"@TPO_Hisself @barackobama people laugh but don't belive I'm really talking 2 obama but i am; not my fault if he's not listening, it's his",0.0,0.041666666666666664,tpohisself barackobama people laugh but dont belive im really talking 2 obama but i am not my fault if hes not listening its his
"Speaking of the constitution, if you vote for hussein obama again you should be tried and found guilty of treason against your country j ...",0.04,0.12,speaking of the constitution if you vote for hussein obama again you should be tried and found guilty of treason against your country j 
FULLERTON HAS A SUMMER INTERNSHIP AT THE WHITE HOUSE WHAT IF I GET TO MEET OBAMA,0.0625,0.0,fullerton has a summer internship at the white house what if i get to meet obama
Small Biz News Obama to sign bill to help companies go public http://t.co/v68EEZhl,0.07692307692307693,0.0,small biz news obama to sign bill to help companies go public httptcov68eezhl
RT @Lever_OFA_NH: Obama's Organizational Advantage on Full Display in N.H. http://t.co/ntzCSGeW,0.09090909090909091,0.0,rt leverofanh obamas organizational advantage on full display in nh httptcontzcsgew
@Obama2012 @truthteam2012 @gop truth is Obama no budget trillions in debt high gas price inflation weak dollar no jobs Can't run on record,0.0,0.043478260869565216,obama2012 truthteam2012 gop truth is obama no budget trillions in debt high gas price inflation weak dollar no jobs cant run on record
RT @TCOTvideos: Obama's snafu over Supreme Court's job duties give hint as to why he has locked all his college transcripts in Fort Knox. #TCOT,0.04,0.0,rt tcotvideos obamas snafu over supreme courts job duties give hint as to why he has locked all his college transcripts in fort knox tcot
"RT @drecrumbs: Obama being all direct!! ""@BarackObama: So what's Romney hiding? Tweet @MittRomney to demand he release his tax returns. #WhatsRomneyHiding""",0.0,0.0,rt drecrumbs obama being all direct barackobama so whats romney hiding tweet mittromney to demand he release his tax returns whatsromneyhiding
RT @DrewMTips: #WhatsRomneyHiding The person who refuses to let Obama be clear,0.0,0.0,rt drewmtips whatsromneyhiding the person who refuses to let obama be clear
Jesse Jackson Meltdown on Live TV - Insults Obama With Crude Remarks: http://t.co/g5qKE6RS via @youtube,0.13333333333333333,0.06666666666666667,jesse jackson meltdown on live tv  insults obama with crude remarks httptcog5qke6rs via youtube
"RT @edshow: Righties call Pres. Obama a ""thug"" and ""bully"" for comments on health care law hearings. Comment on FB or tweet so we can share on #edshow!",0.0,0.03571428571428571,rt edshow righties call pres obama a thug and bully for comments on health care law hearings comment on fb or tweet so we can share on edshow
Small Biz News Obama to sign bill to help companies go public http://t.co/w8RSgU6t,0.07692307692307693,0.0,small biz news obama to sign bill to help companies go public httptcow8rsgu6t
U.S. not backing off as Iran sanctions bite - WASHINGTON (Reuters) - The Obama administration's man in charge of squ... http://t.co/asaEviZ5,0.09523809523809523,0.0,us not backing off as iran sanctions bite  washington reuters  the obama administrations man in charge of squ httptcoasaeviz5
"RT @VRWCTexan: FACT: Obama swore an oath to ""Preserve, Protect & Defend the Constitution of the United States"" (NOT pick & choose at his OWN whim) #TCOT",0.07407407407407407,0.037037037037037035,rt vrwctexan fact obama swore an oath to preserve protect  defend the constitution of the united states not pick  choose at his own whim tcot
Think About It - Top Secret Obama 2012 World War 3 Illuminati Antichrist Conspiracy!: http://t.co/iqg1xarL via @youtube,0.17647058823529413,0.11764705882352941,think about it  top secret obama 2012 world war 3 illuminati antichrist conspiracy httptcoiqg1xarl via youtube
#WhatsRomneyHiding He is Obama's half brother.,0.0,0.0,whatsromneyhiding he is obamas half brother
Michelle Obama invited the boys to her Easter party. l0l,0.0,0.0,michelle obama invited the boys to her easter party l0l
"RT @ohgirlphrase: American kid ""You're from the UK? Ohhh cool, So do you have tea with the Queen?"". British kid: ""Do you like, go to Mcdonalds with Obama?",0.0,0.0,rt ohgirlphrase american kid youre from the uk ohhh cool so do you have tea with the queen british kid do you like go to mcdonalds with obama
"During the DNC convention later this summer in Charlotte, N.C. there will be an extreme heat wave. All that hot air from speakers & Obama.",0.12,0.04,during the dnc convention later this summer in charlotte nc there will be an extreme heat wave all that hot air from speakers  obama
Obama Reveals How to Get National Unemployment Rate to 6% http://t.co/qHrUeEoO,0.0,0.0,obama reveals how to get national unemployment rate to 6 httptcoqhrueeoo
"@erockradio you're right! Blame Obama, he could do something if he wanted to. Like open up Alaska for drilling maybe green light a refinery",0.125,0.041666666666666664,erockradio youre right blame obama he could do something if he wanted to like open up alaska for drilling maybe green light a refinery
RT @edshow: Women at Augusta? Obama says absolutely. Romney hedges. Comment on FB or tweet so we can share on #edshow!,0.0,0.0,rt edshow women at augusta obama says absolutely romney hedges comment on fb or tweet so we can share on edshow
#WhatsRomneyHiding The person who refuses to let Obama be clear,0.0,0.0,whatsromneyhiding the person who refuses to let obama be clear
RT @ZekeJMiller: Obama campaign launches #WhatsRomneyHiding campaign on Romney's tax returns featuring a @Messina2012 tweet.,0.0,0.0,rt zekejmiller obama campaign launches whatsromneyhiding campaign on romneys tax returns featuring a messina2012 tweet
RT @kesgardner: Obama's college records? #whatsromneyhiding,0.0,0.0,rt kesgardner obamas college records whatsromneyhiding
"RT @ohgirlphrase: American kid ""You're from the UK? Ohhh cool, So do you have tea with the Queen?"". British kid: ""Do you like, go to Mcdonalds with Obama?",0.0,0.0,rt ohgirlphrase american kid youre from the uk ohhh cool so do you have tea with the queen british kid do you like go to mcdonalds with obama
"@MalikFloyd Looks like Barack Obama in your twitcon, Lol Vute though &lt;3",0.0,0.0,malikfloyd looks like barack obama in your twitcon lol vute though lt3
Obama Recycles Speeches  VIDS TO VIEW  http://t.co/NU1LDv2R via @WestJournalism,0.18181818181818182,0.0,obama recycles speeches  vids to view  httptconu1ldv2r via westjournalism
"RT @SexeadaPor1D: En el backstage de los KCA's, Harry le pregunto a Michelle Obama como hacia para ordenar pizza desde la Casa Blanca.",0.0,0.0,rt sexeadapor1d en el backstage de los kcas harry le pregunto a michelle obama como hacia para ordenar pizza desde la casa blanca
Obama's old girlfriends #WhatsRomneyHiding,0.0,0.0,obamas old girlfriends whatsromneyhiding
This is cool @Ludacris Is cheezin' big here with Obama http://t.co/EmIhIKWh,0.0,0.0,this is cool ludacris is cheezin big here with obama httptcoemihikwh
why does everyone hate on obama?,0.0,0.0,why does everyone hate on obama
"RT @CAWright77: Anyone else notice how Obama runs his flaps on a subject, disappears, then his cronies take over?  #wimp",0.047619047619047616,0.0,rt cawright77 anyone else notice how obama runs his flaps on a subject disappears then his cronies take over  wimp
@Mamadoxie We'll just have to channel that anger and focus on defeating Obama in November.  No time for whiny and pouting!,0.13636363636363635,0.045454545454545456,mamadoxie well just have to channel that anger and focus on defeating obama in november  no time for whiny and pouting
"Very strange. As soon as I volunteered online for the Obama campaign, 2 Republican Party tweeters started following me. Both from SC. Leak?",0.0,0.043478260869565216,very strange as soon as i volunteered online for the obama campaign 2 republican party tweeters started following me both from sc leak
Obama Misquotes Bible on Wealth Redistribution http://t.co/s4XUUW1h Alinskyites r machiavellians not ideologues #tcot #p2 #consnc,0.0,0.0,obama misquotes bible on wealth redistribution httptcos4xuuw1h alinskyites r machiavellians not ideologues tcot p2 consnc
"Obama has called the GOP budget social Darwinism. Nice try, but they believe in social creationism.",0.0625,0.0,obama has called the gop budget social darwinism nice try but they believe in social creationism
"In his teen years, Obama has been known to use marijuana and cocaine.",0.0,0.0,in his teen years obama has been known to use marijuana and cocaine
Democrats & EPA move to destroy US coal industry http://t.co/NFOS1n9d @ClaireCMC @KayHagan @MarkWarner @SenJimDeMint @MarcoRubio @RandPaul,0.0625,0.0,democrats  epa move to destroy us coal industry httptconfos1n9d clairecmc kayhagan markwarner senjimdemint marcorubio randpaul
"The actual Barack Obama Campaign And its particular Impact on Future Elections - Other: Sarah Palin, was seeking... http://t.co/NDp6dISb",0.05263157894736842,0.0,the actual barack obama campaign and its particular impact on future elections  other sarah palin was seeking httptcondp6disb
RT @OrwellForce: Pictures of Obama and Larry Sinclair #WhatsRomneyHiding,0.0,0.0,rt orwellforce pictures of obama and larry sinclair whatsromneyhiding
RT @kesgardner: Obama's college records? #whatsromneyhiding,0.0,0.0,rt kesgardner obamas college records whatsromneyhiding
RT @AlinskyDefeater: RT If you pledge to vote against Obama in 2012 in an effort to make sure he loses all 57 states. #ocra #tcot #teaparty,0.07692307692307693,0.038461538461538464,rt alinskydefeater rt if you pledge to vote against obama in 2012 in an effort to make sure he loses all 57 states ocra tcot teaparty
Barack Obama's BBQ 2011: http://t.co/tA8pGNuA via @youtube,0.0,0.0,barack obamas bbq 2011 httptcota8pgnua via youtube
@Devils_for_Life lol No Obama is :),0.16666666666666666,0.0,devilsforlife lol no obama is 
Obama signs small-business legislation http://t.co/w4gUGJIG via @nbcpolitics,0.0,0.0,obama signs smallbusiness legislation httptcow4gugjig via nbcpolitics
"RT @HarryFacts1D: ''Harry Styles describe a Michelle Obama como una mujer muy atractiva.'' OBAMA ESCONDE A TU ESPOSA Y A TUS HIJOS, STYLES VIENE EN CAMINO.",0.0,0.0,rt harryfacts1d harry styles describe a michelle obama como una mujer muy atractiva obama esconde a tu esposa y a tus hijos styles viene en camino
"RT @fredthompson: In VT, Obama said he supports ""value"" that ""I am my brother's keeper."" In that case - brother, you're spending too much of our money. #tcot",0.03571428571428571,0.0,rt fredthompson in vt obama said he supports value that i am my brothers keeper in that case  brother youre spending too much of our money tcot
"RT @tweetslikeagirl: #WhatsRomneyHiding His college records... Oh, wait that's Obama.",0.0,0.0,rt tweetslikeagirl whatsromneyhiding his college records oh wait thats obama
"RT @anna12061: Obama Birth Certificate: Anthony Bucco, New Jersey Legislator, Says Issue Unresolved http://t.co/uMDAWA7X via @HuffingtonPost",0.0,0.0625,rt anna12061 obama birth certificate anthony bucco new jersey legislator says issue unresolved httptcoumdawa7x via huffingtonpost
"RT @markknoller: AT a campaign fundraiser tonight, Pres. Obama again denounced Mitt Romney by name for his support of the House-passed GOP Budget.",0.043478260869565216,0.0,rt markknoller at a campaign fundraiser tonight pres obama again denounced mitt romney by name for his support of the housepassed gop budget
Obama verses the court | Conservative Byte http://t.co/uOkvibi8,0.125,0.0,obama verses the court  conservative byte httptcouokvibi8
RT @ParadigmForce: DOJ Issues Letter Clarifying Obama's Remarks: Court's Power to Strike Down Laws 'Beyond Dispute' http://t.co/XelcRaLT via @theblaze mm,0.0,0.1,rt paradigmforce doj issues letter clarifying obamas remarks courts power to strike down laws beyond dispute httptcoxelcralt via theblaze mm
"RT @markknoller: AT a campaign fundraiser tonight, Pres. Obama again denounced Mitt Romney by name for his support of the House-passed GOP Budget.",0.043478260869565216,0.0,rt markknoller at a campaign fundraiser tonight pres obama again denounced mitt romney by name for his support of the housepassed gop budget
Cloward Piven strategy for capitalist collapse describes Obama eerily well #independents #gop #topprog http://t.co/DbYlHcSh,0.07142857142857142,0.07142857142857142,cloward piven strategy for capitalist collapse describes obama eerily well independents gop topprog httptcodbylhcsh
RT @djtechchicago: Obama's birth certificate. #WhatsRomneyHiding,0.0,0.0,rt djtechchicago obamas birth certificate whatsromneyhiding
"Google stats tell me 223 Americans Who Hate Obama read my blog yesterday. I don't believe it, but if you did visit, AWHOs, don't do it again",0.0,0.0,google stats tell me 223 americans who hate obama read my blog yesterday i dont believe it but if you did visit awhos dont do it again
"Pres Obama slammed Romney for embracing a budget that supports a few doing well at the top, everyone else struggling to get by.",0.08695652173913043,0.0,pres obama slammed romney for embracing a budget that supports a few doing well at the top everyone else struggling to get by
"Obama's Osawatomie Speech: ""The United States of America has never worked"" http://t.co/qwIsdV2n #tcot #debt #citizensunited #teaparty",0.0,0.0,obamas osawatomie speech the united states of america has never worked httptcoqwisdv2n tcot debt citizensunited teaparty
http://t.co/pS9fQaaL idk. does Obama give Muslim terrorists a pass?,0.0,0.0,httptcops9fqaal idk does obama give muslim terrorists a pass
"RT @psema4: RT @PiratePartyGa: Tell Obama And Dodd: No Backroom Dealing, No New SOPA http://t... http://t.co/I004oH6s #GFW #FuckGFW #VPN",0.0,0.0,rt psema4 rt piratepartyga tell obama and dodd no backroom dealing no new sopa httpt httptcoi004oh6s gfw fuckgfw vpn
Oust Obama - Oust Obama 2012: http://t.co/avHENxrg via @AddThis,0.1111111111111111,0.0,oust obama  oust obama 2012 httptcoavhenxrg via addthis
RT @nprnews: Obama's Signing Of JOBS Act Likely Won't Dim GOP Charge He's Anti-Jobs http://t.co/4LtEJRbL,0.0,0.06666666666666667,rt nprnews obamas signing of jobs act likely wont dim gop charge hes antijobs httptco4ltejrbl
i aint hear about obama on the news yet . the hell he doing .,0.13333333333333333,0.06666666666666667,i aint hear about obama on the news yet  the hell he doing 
I don't even believe there is any good in humanity anymore. ,0.3333333333333333,0.0,i dont even believe there is any good in humanity anymore 
#Syria #Hama #Homs #Assad #UN #NATO #Obama,0.0,0.0,syria hama homs assad un nato obama
@TheDemocrats @MittRomney   Just as soon as obama releases ALL his records.,0.23076923076923078,0.0,thedemocrats mittromney   just as soon as obama releases all his records
Obama's college transcripts #WhatsRomneyHiding,0.0,0.0,obamas college transcripts whatsromneyhiding
RT @AIsForOrg: How Obama Can Win With Women http://t.co/l5Z9C1L7,0.0,0.0,rt aisfororg how obama can win with women httptcol5z9c1l7
"Wingnut Judges Get Two Single-Spaced Pages From Obama, Not Three http://t.co/goZv1VU1 via @motherjones",0.0,0.0,wingnut judges get two singlespaced pages from obama not three httptcogozv1vu1 via motherjones
"RT @markknoller: AT a campaign fundraiser tonight, Pres. Obama again denounced Mitt Romney by name for his support of the House-passed GOP Budget.",0.043478260869565216,0.0,rt markknoller at a campaign fundraiser tonight pres obama again denounced mitt romney by name for his support of the housepassed gop budget
Get your FFL license now before Obama starts messing with your gun rights. http://t.co/YtzeLXMt,0.07142857142857142,0.0,get your ffl license now before obama starts messing with your gun rights httptcoytzelxmt
"RT @psema4: RT @PiratePartyGa: Tell Obama And Dodd: No Backroom Dealing, No New SOPA http://t... http://t.co/Su79rpyv #GFW #FuckGFW #VPN",0.0,0.0,rt psema4 rt piratepartyga tell obama and dodd no backroom dealing no new sopa httpt httptcosu79rpyv gfw fuckgfw vpn
Everyone hatin on obama here at work....,0.0,0.0,everyone hatin on obama here at work
"Righties call Pres. Obama a ""thug"" and ""bully"" for comments on health care law hearings. Comment on FB or tweet so we can share on #edshow!",0.0,0.038461538461538464,righties call pres obama a thug and bully for comments on health care law hearings comment on fb or tweet so we can share on edshow
"By the way, it's PRESIDENT Obama. RT @wcptersn: If Obama were white, he'd be Mitt Romney.",0.0625,0.0,by the way its president obama rt wcptersn if obama were white hed be mitt romney
RT @AlinskyDefeater: RT If you pledge to vote against Obama in 2012 in an effort to make sure he loses all 57 states. #ocra #tcot #teaparty,0.07692307692307693,0.038461538461538464,rt alinskydefeater rt if you pledge to vote against obama in 2012 in an effort to make sure he loses all 57 states ocra tcot teaparty
RT @CBrielle5: Obama a goon lol RT @BarackObama: So what's Romney hiding? Tweet @MittRomney to demand he release his tax returns. #WhatsRomneyHiding,0.0,0.0,rt cbrielle5 obama a goon lol rt barackobama so whats romney hiding tweet mittromney to demand he release his tax returns whatsromneyhiding
"RT @A_Khanivore: He's half white, so is he half Mitt Romney? RT @wcptersn: If Obama were white, he'd be Mitt Romney.",0.09523809523809523,0.0,rt akhanivore hes half white so is he half mitt romney rt wcptersn if obama were white hed be mitt romney
"RT @BORNCURIOUS: Thanx to GW/Obama Patriot Act, every phone call,e mail,web site can be recorded by Feds w/o showing any cause or suspicion",0.043478260869565216,0.043478260869565216,rt borncurious thanx to gwobama patriot act every phone calle mailweb site can be recorded by feds wo showing any cause or suspicion
O Barak Obama apresentou hoje o Jornal Nacional...,0.0,0.0,o barak obama apresentou hoje o jornal nacional
"@meganagerton Bobby P tells Obama what to do, Megan",0.0,0.0,meganagerton bobby p tells obama what to do megan
@daanxyelll That's very mature. I'm sure Obama would love you propogating that term.,0.23076923076923078,0.0,daanxyelll thats very mature im sure obama would love you propogating that term
RT @Drudge_Report: LIMBAUGH: Obama Puts Out Figurative Bounty on Supreme Court... http://t.co/Z552mkRl,0.08333333333333333,0.0,rt drudgereport limbaugh obama puts out figurative bounty on supreme court httptcoz552mkrl
Hatch Makes Startling Accusation Against Obama http://t.co/HVQfUzgr ..shocking headline...NOT&gt;,0.0,0.4444444444444444,hatch makes startling accusation against obama httptcohvqfuzgr shocking headlinenotgt
RT @ItsLoopzProd: LOOOOOOOOOOOOOOOOOOOOOOOOOOOOL This is why i rate obama http://t.co/vsOYFhSa,0.0,0.0,rt itsloopzprod looooooooooooooooooooooooooool this is why i rate obama httptcovsoyfhsa
"RT @rovibe71: FINALLY - A former Obama law student speaks out -- and he can't believe the crap spewing from O's mouth, either: http://t.co/GLopiyOC",0.08333333333333333,0.0,rt rovibe71 finally  a former obama law student speaks out  and he cant believe the crap spewing from os mouth either httptcoglopiyoc
"@taylorswift13 0ne more,I don't get awestruck much&WE would be some amazing places,but TPie in the whitehouse,Mmm :-)  http://t.co/1RimJk0Z",0.21052631578947367,0.0,taylorswift13 0ne morei dont get awestruck muchwe would be some amazing placesbut tpie in the whitehousemmm   httptco1rimjk0z
Obama on Constitutional Law: Did He Lie or Is He Just Ignorant? http://t.co/H1YRpYlV,0.07692307692307693,0.15384615384615385,obama on constitutional law did he lie or is he just ignorant httptcoh1yrpylv
Obama Sets Table To Ridicule GOP As US Military Secretly Using Algae Fuel In Naval Ships & Secret Army Airships http://t.co/zkUbbBVN,0.047619047619047616,0.047619047619047616,obama sets table to ridicule gop as us military secretly using algae fuel in naval ships  secret army airships httptcozkubbbvn
"RT @MarcACaputo: ""Jewbags"" flap exposes rift in Barack Obama-Debbie Wasserman Schultz World http://t.co/7ZpGu5YT",0.0,0.07692307692307693,rt marcacaputo jewbags flap exposes rift in barack obamadebbie wasserman schultz world httptco7zpgu5yt
